
<!-- saved from url=(0188)http://www.inmet.gov.br/projetos/rede/pesquisa/gera_serie_txt_mensal.php?&mRelEstacao=82598&btnProcesso=serie&mRelDtInicio=01/01/1990&mRelDtFim=31/12/2015&mAtributos=,,,,,,,1,,1,,,1,1,1,1, -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=windows-1252">

<title>Estação - 82598</title>
   <!-- FACE BOX -->
   <script src="./Natal_files/jquery.js.download" type="text/javascript"></script>
   <link href="./Natal_files/facebox.css" media="screen" rel="stylesheet" type="text/css">

   <script src="./Natal_files/facebox.js.download" type="text/javascript"></script>
   <script type="text/javascript">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type="text/javascript">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement("A");
         a_false.rel = "lightbox";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<body><pre>--------------------
BDMEP - INMET
--------------------
Estação           : NATAL - RN (OMM: 82598)
Latitude  (graus) : -5.91
Longitude (graus) : -35.2
Altitude  (metros): 48.60
Estação Operante
Inicio de operação: 01/01/1911
Periodo solicitado dos dados: 01/01/1990 a 31/12/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <a href="http://www.inmet.gov.br/projetos/rede/pesquisa/instrucao.html" target="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;NebulosidadeMedia;PrecipitacaoTotal;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;
82598;29/02/2000;0000;7.068966;84;30.675862;26.775862;20.775862;89.732759;
82598;31/03/2000;0000;6.88172;114.9;30.574194;27.003871;21.070968;89.387097;
82598;30/04/2000;0000;7.244444;177.4;30.073333;26.26;19.933333;91.533333;
82598;31/05/2000;0000;7.096774;222.4;29.412903;25.710968;19.593548;91.209677;
82598;30/06/2000;0000;7.211111;577.4;28.486667;24.446;18.296552;93.208333;
82598;31/07/2000;0000;7.892473;482.3;27.567742;23.619355;17.709677;;
82598;31/08/2000;0000;6.774194;288.8;28.309677;24.34;18.2;;
82598;30/09/2000;0000;7.133333;205.1;28.78;25.314;19.316667;89.683333;
82598;31/10/2000;0000;6.44086;8.7;29.43871;25.867097;20.458065;;
82598;30/11/2000;0000;6.988889;12.1;29.82;26.165333;20.853333;;
82598;31/12/2000;0000;7.064516;23;29.76129;26.334667;21.173333;;
82598;31/01/2001;0000;7.150538;30.1;30.025806;26.24;20.548387;80.8375;
82598;28/02/2001;0000;6.690476;6.8;30.807143;26.942857;21.185714;79.805556;
82598;31/03/2001;0000;7.043011;133.8;30.541935;26.734839;20.319355;80.403226;
82598;30/04/2001;0000;7.888889;360.9;29.653333;25.813333;19.4;84.358333;
82598;31/05/2001;0000;6.268817;14.4;30.129032;26.527742;20.187097;80.366667;
82598;30/06/2001;0000;7.955556;373.8;28.413333;24.412;18.113333;;
82598;31/07/2001;0000;7.311828;145.4;28.270968;24.243871;17.890323;;
82598;31/08/2001;0000;6.548387;104.4;27.993548;23.79871;17.174194;;
82598;30/09/2001;0000;6.633333;28.4;28.806667;25.067333;19.003333;80.775;
82598;31/10/2001;0000;6.72043;4.7;29.651613;26.04129;20.651613;76.129032;
82598;30/11/2001;0000;6.722222;12.7;30.14;26.615333;21.62;75.191667;
82598;31/12/2001;0000;7.258065;51.2;30.625806;27.656774;25.309677;77.435484;
82598;31/01/2002;0000;8;113.9;29.987097;27.243871;24.870968;81.051724;
82598;28/02/2002;0000;7.130952;82.3;30.635714;27.53;24.792857;79.413462;
82598;31/03/2002;0000;7.397849;483.8;30.296774;27.036129;24.167742;81.922414;
82598;30/04/2002;0000;7.277778;137.7;29.973333;26.882667;23.726667;82.517241;
82598;31/05/2002;0000;7.16129;122.9;30.090323;26.905806;23.787097;81.935484;
82598;30/06/2002;0000;7.066667;405.6;28.88;25.487333;22.573333;84.183333;
82598;31/07/2002;0000;6.311828;209.7;28.490323;25.27871;22.16129;83.612903;
82598;31/08/2002;0000;7.032258;314.4;28.309677;25.110968;21.896774;82.548387;
82598;30/09/2002;0000;6.011111;1;29.233333;26.293333;23.66;77.858333;
82598;31/10/2002;0000;6.698925;29.2;29.63871;26.722581;24.387097;79.403226;
82598;30/11/2002;0000;6.777778;98.2;29.86;26.916;24.82;78.925;
82598;31/12/2002;0000;7.075269;19.4;30.116129;27.303226;24.948387;79.733871;
82598;31/01/2003;0000;6.849462;84.1;30.573333;27.605161;25.333333;79.040323;
82598;28/02/2003;0000;7.464286;139.9;30.557143;27.38;24.292857;81.053571;
82598;31/03/2003;0000;7.419355;312;30.232258;27.175484;24.167742;81.774194;
82598;30/04/2003;0000;7.288889;136.8;30.206897;27.206667;24.165517;82.291667;
82598;31/05/2003;0000;6.978495;194.4;29.980645;27.019355;24.103226;81.5;
82598;30/06/2003;0000;7.377778;244.3;29.013333;25.494667;22.533333;84.241667;
82598;31/07/2003;0000;6.537634;202.3;28.6;24.96129;21.632258;82.008065;
82598;31/08/2003;0000;6.311828;51.2;28.858065;25.405161;21.973333;80.282258;
82598;30/09/2003;0000;6.266667;38.5;29.46;26.129333;22.873333;79.2;
82598;31/10/2003;0000;6.956989;21.7;30.025806;26.899355;24.445161;77.782258;
82598;30/11/2003;0000;6.655556;16.1;30.466667;27.417333;25.086667;77.45;
82598;31/12/2003;0000;7.172043;22.5;30.490323;27.510968;25.103226;78.266129;
82598;31/01/2004;0000;8.236559;376.3;30.122581;27.12129;24.406452;83.008065;
82598;29/02/2004;0000;8.068966;284.2;30.082759;27.126897;24.068966;82.344828;
82598;31/03/2004;0000;7.505376;252;30.470968;27.369032;24.270968;80.524194;
82598;30/04/2004;0000;7.511111;172.5;30.12;27.189333;24.14;81.516667;
82598;31/05/2004;0000;7.043011;160.9;29.516129;26.411613;22.851613;82.758065;
82598;30/06/2004;0000;7.744444;643.4;28.46;24.996;21.546667;87.4;
82598;31/07/2004;0000;7.174731;393.9;28.316129;24.790968;20.870968;87.669355;
82598;31/08/2004;0000;6.817204;90.1;28.606452;25.144516;21.206452;84.395161;
82598;30/09/2004;0000;6.6;44.4;29.193333;25.752;21.48;80.95;
82598;31/10/2004;0000;6.325269;14.4;30.722581;26.748387;23.374194;79.096774;
82598;30/11/2004;0000;5.855556;10.1;30.546667;27.026667;23.813333;78.3;
82598;31/12/2004;0000;6.967742;4.8;30.619355;27.277419;24.154839;81.330645;
82598;31/01/2005;0000;7.172043;2;30.793548;27.663226;24.419355;79.556452;
82598;28/02/2005;0000;7.095238;36.4;31.178571;28.058571;24.721429;78.089286;
82598;31/03/2005;0000;7.096774;186.3;31.729032;28.131613;24.522581;79.435484;
82598;30/04/2005;0000;7.033333;144;31.606667;27.893333;23.546667;80.9;
82598;31/05/2005;0000;7.526882;548.3;30.064516;26.409032;22.154839;84.330645;
82598;30/06/2005;0000;7.511111;762.3;28.116667;24.923333;20.753333;88.016667;
82598;31/07/2005;0000;6.139785;115.2;28.883871;24.972903;20.43871;82.717742;
82598;31/08/2005;0000;6.978495;106.8;28.606452;25.350968;21.864516;83.112903;
82598;30/09/2005;0000;6.444444;43.9;29.26;26.002667;22.746667;79.358333;
82598;31/10/2005;0000;5.849462;31.6;30.051613;26.802581;24.109677;77.991935;
82598;30/11/2005;0000;6.666667;1.2;30.593333;27.385333;25.14;78.375;
82598;31/12/2005;0000;6.698925;10.4;30.645161;27.665806;25.296774;79.282258;
82598;31/01/2006;0000;6.827957;4.2;30.780645;27.627097;25.051613;77.983871;
82598;28/02/2006;0000;6.785714;87.2;31.171429;28.082857;25.7;78.142857;
82598;31/03/2006;0000;7.215054;157.4;31.367742;28.219355;25.206452;77.096774;
82598;30/04/2006;0000;7.111111;380.7;30.366667;27.192;23.38;81.158333;
82598;31/05/2006;0000;7.032258;115.3;30.141935;26.749677;22.690323;81.653226;
82598;30/06/2006;0000;7.188889;375.5;29;25.236;21.133333;84.683333;
82598;31/07/2006;0000;5.997312;133.4;29.051613;25.100645;20.619355;82.193548;
82598;31/08/2006;0000;6.860215;90.5;28.948387;25.255484;20.864516;78.016129;
82598;30/09/2006;0000;6.244444;45.2;29.353333;25.825333;21.593333;75.775;
82598;31/10/2006;0000;6.629032;13.4;30.006452;26.821935;23.587097;75.677419;
82598;30/11/2006;0000;6.622222;83.5;30.026667;26.986667;23.746667;75.25;
82598;31/12/2006;0000;7.129032;49.9;30.296774;27.274839;24.070968;77.524194;
82598;31/01/2007;0000;7.120968;86.3;30.554839;27.514839;24.03871;76.508065;
82598;28/02/2007;0000;6.952381;66;30.957143;27.631429;23.792857;77.392857;
82598;31/03/2007;0000;7.16129;265;30.793548;27.456774;22.864516;77;
82598;30/04/2007;0000;7.055556;247.7;30.466667;27.038667;22.54;79.775;
82598;31/05/2007;0000;6.629032;120.9;29.877419;26.392258;21.651613;80.024194;
82598;30/06/2007;0000;7.397222;560.5;28.693333;24.988;20.62;83.758333;
82598;31/07/2007;0000;7.11828;191.8;28.393548;24.812903;20.425806;81.129032;
82598;31/08/2007;0000;6.870968;95.8;28.309677;24.60129;20.141935;78.209677;
82598;30/09/2007;0000;6.761111;46.3;28.853333;25.172;20.693333;78.733333;
82598;31/10/2007;0000;6.66129;20.2;29.464516;26.063226;22.490323;76.370968;
82598;30/11/2007;0000;6.888889;45.2;29.926667;26.914667;24.673333;75.95;
82598;31/12/2007;0000;6.666667;16;30.56129;27.56;25.567742;74.790323;
82598;31/01/2008;0000;7.107527;69.2;30.625806;27.665806;25.503226;75.806452;
82598;29/02/2008;0000;6.977011;22.4;31.2;28.156552;25.782759;73.715517;
